시도명,시군구명,지반침하지역상세정보,위도,경도,발생일자,발생규모폭,발생규모연장,발생규모깊이,발생지역지질종류명,최초발생원인,피해사망자수,피해부상자수,피해차량대수,복구상태명,복구방법,복구비용,복구완료일자,데이터기준일자,주소,location,lat,lon
경기도,성남시 수정구,3499,37.4423,127.136,20230921,0.5,0.5,1.0,기타,상수도 파손으로 인한 누수발생. 지반 쓸림현상에 따른 포트홀로 추정,0,0,0,복구완료,굴착복구,0,2023-09-22,0001-01-01,경기도 성남시 수정구 3499,"수정구, 성남시, 경기도, 대한민국",37.4503386,127.1462933
경기도,수원시,우만동 293-12,0.0,0.0,20191225,0.4,0.4,1.0,,개인 배수설비 파손,0,0,0,복구완료,긴급보수공사 실시,0,2019-12-27,0001-01-01,경기도 수원시 우만동 293-12,"우만동, 팔달구, 수원시, 경기도, 16239, 대한민국",37.28433,127.03279
경기도,수원시 권선구,376-7,37.2827,126.95,20230526,4.5,3.0,0.06,,비개착공법으로 도로하부 추진 중 공극발생 등에 의한 원인 추정,0,0,0,복구완료,1. 비개착 박스 라이닝 설치 2. 박스 상부 측면 그라우팅 보강 3. 계측기 재설치 4. 고속도로 포장,0,2023-07-07,0001-01-01,경기도 수원시 권선구 376-7,"권선구, 수원시, 경기도, 대한민국",37.2567361,126.9719715
경기도,수원시 영통구,영통동 1055,37.2606,127.08,20200826,0.5,1.2,1.5,,지하철 시설물(엘리베이터)옆 지중 토사유실로 지반함몰발생,0,0,0,복구완료,"재료채움으로 함몰위치 긴급보수, 보도블럭 복구 및 안전시설물 설치",72840,2020-08-26,0001-01-01,경기도 수원시 영통구 영통동 1055,"영통동, 영통구, 수원시, 경기도, 16704, 대한민국",37.2547147,127.0719349
경기도,시흥시,,37.3853,126.86,20210408,0.5,0.5,0.2,,상수관로 제수변 인근 아스콘 포장불량,0,1,0,복구완료,아스콘 포장,0,2021-04-08,0001-01-01,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",46.3144754,11.0480288
경기도,시흥시,993-1,37.3894,126.744,20200831,1.0,1.0,0.3,,장마로 인한 토사 유실,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구,0,2021-09-06,0001-01-01,경기도 시흥시 993-1,"시흥시, 경기도, 대한민국",37.3798891,126.8032255
경기도,시흥시,정왕동 2707-1,37.3251,126.677,20230126,10.0,20.0,0.7,기타,흙막이벽체(지하연속벽) 시공이음부 콘크리트 재로분리로 인한 공극부 누수 발생,0,0,0,복구완료,"① 누수구간 급결제를 사용하여 단계별로 차단하고 누수차단과 동시에 차수그라우팅 실시 ② 누수차단 및 그라우팅 완료 후 기초콘크리트 타설 ③ 침하구간 상부노면 굴착하여 지장물의 침하정도 확인 및 관련기관(시흥시 하수관리과, 건설행정과 등) 협의 후 복구계획 수립 및 복구",0,2023-03-31,0001-01-01,경기도 시흥시 정왕동 2707-1,"정왕동, 정왕2동, 시흥시, 경기도, 15082, 대한민국",37.343924,126.7308801
경기도,시흥시,2605-6,37.3254,126.7,20230315,1.0,1.0,1.2,,"지반침하 발생부근 인근의 임시포장도로에서 되메우기불량으로 지반침하 발생부근의 토사가 유실된 것으로 추정되며, 침하도로 이용차량 약 7대에 경미한 피해 발생",0,0,7,복구완료,침하발생구간 긴급 및 임시복구 조치(골재채움),0,2023-03-16,0001-01-01,경기도 시흥시 2605-6,"시흥시, 경기도, 대한민국",37.3798891,126.8032255
경기도,안산시 단원구,551-1,37.2414,126.601,20220811,1.5,2.0,1.0,충척층,가스관 시공 부실로 인한 지반침하 발생,0,0,0,복구완료,"긴급복구공사 실시, 임시복구 완료",0,2022-08-25,0001-01-01,경기도 안산시 단원구 551-1,"단원구, 안산시, 경기도, 대한민국",37.319,126.8122
경기도,안산시 단원구,839-12,37.3033,126.739,20220605,7.0,15.9,0.31,기타,"흙막이벽 SCW 하단(GL-34.6,M) 지층(풍화토)으로 도로의 지하수 유입으로 인한 침하발생",0,0,0,임시복구,"현장내 흙막이벽 주변 및 주변 차수 공법 시행, 지반안정화 후 도로포장,차선도색 완료",0,2022-07-04,0001-01-01,경기도 안산시 단원구 839-12,"단원구, 안산시, 경기도, 대한민국",37.319,126.8122
경기도,안산시 상록구,1639-24,37.2868,126.828,20210113,10.0,50.0,5.0,기타,"시공시 과굴착, 엄지말뚝 근입깊이 부족, 설계시 검토되지 않은 중장비 사용 설계 변경시 지반정수 과다 적용, 지반수위 상이적용",0,0,0,복구완료,건설공사장 되메우기 및 도로 복구 공사,0,2021-06-06,0001-01-01,경기도 안산시 상록구 1639-24,"상록구, 안산시, 경기도, 대한민국",37.3007,126.8465
경기도,안양시 동안구,1022-5,0.0,0.0,20180607,1.0,1.0,1.0,,하수관 접합부위 파손에 따른 토사 유실,0,0,0,복구완료,하수관 접합부위 보수 후 포장 복구 완료,0,2018-06-08,2019-11-20,경기도 안양시 동안구 1022-5,"동안구, 안양시, 경기도, 대한민국",37.3923137,126.9513089
경기도,안양시 동안구,1014-1,0.0,0.0,20180628,1.0,1.0,1.0,,하수관 접합부위 파손에 따른 토사 유실,0,0,0,복구완료,하수관 접합부위 보수 후 포장 복구 완료,0,2018-06-29,2019-11-20,경기도 안양시 동안구 1014-1,"동안구, 안양시, 경기도, 대한민국",37.3923137,126.9513089
경기도,안양시 만안구,석수동 241-43,0.0,0.0,20190701,2.0,2.0,2.0,,맨홀 접합부 파손,0,0,0,복구완료,긴급보수공사 실시,0,2019-07-03,0001-01-01,경기도 안양시 만안구 석수동 241-43,"석수동, 만안구, 안양시, 경기도, 13960, 대한민국",37.4201369,126.9061259
경기도,안양시 만안구,201-7,37.4163,126.915,20220701,1.0,1.0,0.2,기타,지하보도 상부의 도로부 침하,0,0,1,복구완료,긴급보수공사 실시 및 차량보상,1000000,2022-07-01,0001-01-01,경기도 안양시 만안구 201-7,"만안구, 안양시, 경기도, 대한민국",37.3863,126.9324
경기도,안양시 만안구,433-8,37.4323,126.9,20220810,1.0,3.0,1.5,기타,토사 유실,0,0,1,복구완료,포장 복구 완료,4000000,2022-08-30,0001-01-01,경기도 안양시 만안구 433-8,"만안구, 안양시, 경기도, 대한민국",37.3863,126.9324
경기도,안양시 만안구,안양동 192-5,0.0,0.0,20191104,2.0,2.0,2.0,,하수관로 연결부위 파손,0,0,0,복구완료,긴급보수공사 실시,0,2019-11-06,0001-01-01,경기도 안양시 만안구 안양동 192-5,"안양동, 만안구, 안양시, 경기도, 13996, 대한민국",37.3976904,126.9225717
경기도,양주시,719-1,37.7944,127.017,20220704,3.0,3.0,4.0,,호우로 인한 지반침하로 수로관 파열,0,0,0,복구완료,수로관 준설 후 복구,0,2022-07-08,0001-01-01,경기도 양주시 719-1,"양주시, 경기도, 대한민국",37.7849312,127.0457771
경기도,양주시,887,37.8218,127.054,20220806,1.5,2.0,1.5,화강암류,하수관 누수로 인해 인도(보도블럭 3칸) 일부 침하,0,0,0,임시복구,LH 양주사업본부에서 하수관 하자 기간으로  해당 지역 되메우기를 통해 임시복구 완료 8월 16일까지 보도블록 설치,0,2022-08-16,0001-01-01,경기도 양주시 887,"양주시, 경기도, 대한민국",37.7849312,127.0457771
경기도,양주시,311-4,0.0,0.0,20191017,1.5,2.0,0.1,,도시가스관 연결작업후 다짐(되메우기) 불량으로 인하여 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료 (골재다짐 및 콘크리트포장),0,2019-10-19,0001-01-01,경기도 양주시 311-4,"양주시, 경기도, 대한민국",37.7849312,127.0457771
경기도,양주시,340,0.0,0.0,20191017,1.0,1.5,0.1,,도시가스관 연결작업후 다짐(되메우기) 불량으로 인하여 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료 (골재다짐 및 콘크리트포장),0,2019-10-19,0001-01-01,경기도 양주시 340,"양주시, 경기도, 대한민국",37.7849312,127.0457771
경기도,양주시,화합로 201,37.8586,126.959,20180319,1.7,1.2,1.0,,시공부실,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2018-03-21,2019-11-22,경기도 양주시 화합로 201,"화합로, 광적면, 양주시, 경기도, 11404, 대한민국",37.8626229,126.9717015
경기도,여주시,굴암1길 33,0.0,0.0,20180921,1.0,1.5,0.1,,급수공사 후 도로침하,0,0,1,복구완료,"차량파손 보상 완료, 포장복구 완료",0,2018-09-23,2018-09-23,경기도 여주시 굴암1길 33,"굴암1길 (남한강 자전거길), 굴암리, 여주시, 경기도, 12664, 대한민국",37.2387732,127.7006414
경기도,여주시,광여로 1526,0.0,0.0,20180626,1.0,2.0,0.1,,급수공사 후 지반침하,0,0,1,복구완료,"차량파손 보상 완료, 포장복구 완료",0,2018-06-26,2018-06-26,경기도 여주시 광여로 1526,"광여로, 산북면, 여주시, 경기도, 12603, 대한민국",37.4142583,127.4544993
경기도,오산시,458-2,37.1352,127.069,20220809,2.0,5.0,1.5,기타,"중호우로 인한 하수관로(D1,100㎜) 접속부 유격 발생 및 토사 유실로 인한 지반침하 발생",0,0,0,복구완료,"1. 08.09일 사고대응     - 09:00 지반침하 사고 접수 및 현장출동     - 09:30 굴착조사 및 임시복구 공사 시작     - 11:30 임시복구 공사 완료 (해당 차선 통제 유지)  2. 08.17일      - 파손된 하수관거 교체후 되메우기, 포장복구, 주변 보도블록 정비완료",0,2022-08-17,0001-01-01,경기도 오산시 458-2,"오산시, 경기도, 대한민국",37.1499376,127.0774625
경기도,오산시,603-1,37.1518,127.067,20220815,1.5,1.0,2.5,기타,폭우로 인한 지하수위상승,0,0,0,임시복구,공동발생개소 도상 자갈 되메우기(자갈보충 2.15m) 시행,0,2022-09-01,0001-01-01,경기도 오산시 603-1,"오산시, 경기도, 대한민국",37.1499376,127.0774625
경기도,용인시 수지구,361-11,37.3226,127.06,20240718,3.0,4.0,5.0,,우수관 파손,0,0,0,복구완료,"토사, 골재 반입 후 되메우기 및 다짐",0,2024-08-29,0001-01-01,경기도 용인시 수지구 361-11,"수지구, 용인시, 경기도, 대한민국",37.3222928,127.0972114
경기도,의왕시,철도박물관로 223,0.0,0.0,20200309,1.0,1.2,0.05,,기타매설공사 다짐 불량,0,0,0,복구완료,록하드 임시 조치,0,2020-03-11,0001-01-01,경기도 의왕시 철도박물관로 223,"손커피연구소, 223, 철도박물관로, 월암동, 부곡동, 의왕시, 경기도, 16105, 대한민국",37.3134144,126.9573519
경기도,의왕시,231-14,0.0,0.0,20190724,0.8,1.3,0.1,,통신관로 침하,0,0,0,복구완료,록하드 임시 조치,0,2019-07-26,0001-01-01,경기도 의왕시 231-14,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,293,0.0,0.0,20200130,1.5,2.5,0.1,,제수변 공사 다짐 불량,0,0,0,복구완료,절삭 후 재포장,0,2020-02-01,0001-01-01,경기도 의왕시 293,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,485-5,0.0,0.0,20191001,0.8,1.4,0.1,,하수관로 침하,0,0,0,복구완료,록하드 임시 조치,0,2019-10-03,0001-01-01,경기도 의왕시 485-5,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,351-3,37.3113,126.955,20200901,3.0,0.8,0.1,,상하수관공사 부실,0,0,0,임시복구,록하드 임시 조치,0,2020-09-01,0001-01-01,경기도 의왕시 351-3,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,440-8,37.4038,127.009,20200730,1.0,1.3,0.7,,우수관 다짐불량,0,0,0,임시복구,포대아스콘 임시 보수,0,2020-07-30,0001-01-01,경기도 의왕시 440-8,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,295,0.0,0.0,20200326,0.3,4.0,0.03,,우수관로 노후,0,0,0,복구완료,록하드 임시 조치,0,2020-03-28,0001-01-01,경기도 의왕시 295,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,680,0.0,0.0,20190715,1.0,2.5,0.1,,기타매설물 침하,0,0,0,복구완료,록하드 임시 조치,0,2019-07-17,0001-01-01,경기도 의왕시 680,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,505-107,0.0,0.0,20190623,1.5,1.5,0.03,,다짐 불량,0,0,0,임시복구,록하드 임시 조치,0,2019-06-24,2019-06-24,경기도 의왕시 505-107,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,의왕시 월암동 541,37.3088,126.952,20210318,1.4,1.1,0.05,,자연침하,0,0,0,임시복구,록하드 임시 조치,0,2021-03-18,0001-01-01,경기도 의왕시 의왕시 월암동 541,"월암동, 부곡동, 의왕시, 경기도, 대한민국",37.3103577,126.954739
경기도,의왕시,206-1,37.3561,126.968,20210303,10.0,3.0,0.1,기타,상수관 공사 후 다짐 불량,0,0,0,복구완료,절삭 후 재포장,0,2021-03-04,0001-01-01,경기도 의왕시 206-1,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,253-8,37.3165,126.943,20200922,1.5,1.0,0.05,,다짐(되메우기) 불량,0,0,0,임시복구,록하드 임시 조치,0,2020-09-22,0001-01-01,경기도 의왕시 253-8,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의왕시,505-79,0.0,0.0,20190701,1.5,1.7,0.1,,기타매설물 침하,0,0,0,복구완료,록하드 임시 조치,0,2019-07-03,0001-01-01,경기도 의왕시 505-79,"의왕시, 경기도, 대한민국",37.3449082,126.9689861
경기도,의정부시,114-25,37.7558,127.046,20200824,2.0,15.0,0.2,,지하매설물 매설로인한 굴착 공사 후 다짐불량,0,0,0,복구완료,다짐(되메유기),0,2020-08-20,0001-01-01,경기도 의정부시 114-25,"의정부시, 경기도, 대한민국",37.7380747,127.0339665
경기도,의정부시,231,37.7326,127.085,20240402,1.2,1.2,0.6,,다짐불량,0,0,0,복구완료,다짐 후 포장,1500000,2024-04-11,0001-01-01,경기도 의정부시 231,"의정부시, 경기도, 대한민국",37.7380747,127.0339665
경기도,의정부시,286-15,37.7203,127.046,20240501,1.0,3.0,2.0,,배수설비 연결부 마감부분 노후로 인한 지반 침하,0,0,0,복구완료,하수관 보수 및 소파 보수 조치,3000000,2024-06-29,0001-01-01,경기도 의정부시 286-15,"의정부시, 경기도, 대한민국",37.7380747,127.0339665
경기도,의정부시,입석로 97,37.7552,127.015,20210714,0.5,1.0,5.0,,,0,0,0,복구완료,복구완료,0,2021-07-14,0001-01-01,경기도 의정부시 입석로 97,"입석로, 가능동, 의정부시, 경기도, 11606, 대한민국",37.7554407,127.0211767
경기도,의정부시,462-15,37.7182,127.103,20210813,8.0,8.0,5.0,,유수 흐름 및 강우로 인한 지반 연약,0,0,1,복구완료,복구완료,0,2021-08-14,0001-01-01,경기도 의정부시 462-15,"의정부시, 경기도, 대한민국",37.7380747,127.0339665
경기도,의정부시,46,37.7326,127.089,20230824,2.5,2.0,2.5,충척층,함몰위치에 인접한 우수관의 파손에 따른 우수 유출로 인해 인근 지하철 공사 개착구간으로 토사가 유실되어 함몰된 것으로 판단됨,0,0,0,복구완료,"파손된 우수관 임시복구, 콘크리트 및 토사 되메우기",0,2023-08-24,0001-01-01,경기도 의정부시 46,"의정부시, 경기도, 대한민국",37.7380747,127.0339665
경기도,이천시,장호원리 368,37.1242,127.618,20210303,1.5,1.5,1.5,기타,개인 배수설비 불량,0,0,0,복구완료,긴급 보수공사 실시,0,2021-03-03,0001-01-01,경기도 이천시 장호원리 368,"장호원리, 이천시, 경기도, 17418, 대한민국",37.12076,127.62165
경기도,이천시,장호원리 656-3,37.1141,127.632,20210525,1.0,10.0,1.5,기타,하수관 손상에 따른 토사 유실,0,0,0,복구완료,하수관로 보수 및 포장 완료,0,2021-05-25,0001-01-01,경기도 이천시 장호원리 656-3,"장호원리, 이천시, 경기도, 17418, 대한민국",37.12076,127.62165
경기도,이천시,오남리 98-7,37.1071,127.632,20210630,0.5,0.5,1.0,,하수관 손상에 따른 토사 유실,0,0,0,복구완료,하수관로 보수 및 포장 완료,0,2021-06-30,0001-01-01,경기도 이천시 오남리 98-7,"오남리, 이천시, 경기도, 17422, 대한민국",37.1013,127.62136
경기도,이천시,769,37.2213,127.454,20210503,1.7,2.0,1.4,기타,중차량(크레인) 무게로 싱크홀 발생,0,0,1,복구완료,싱크홀 부분보다 더 넓게 굴착 후 보수공사 진행중(임시복구 후 재복구)  2021.09.30. 준공 예정,0,2021-09-30,0001-01-01,경기도 이천시 769,"이천시, 경기도, 대한민국",37.2808823,127.4429132
경기도,이천시,481,37.2759,127.444,20210606,1.0,1.0,1.8,기타,우수관 손상에 따른 싱크홀 발생,0,0,0,임시복구,"모래채움, 다짐 후 록하드로 임시복구",0,2021-06-06,0001-01-01,경기도 이천시 481,"이천시, 경기도, 대한민국",37.2808823,127.4429132
경기도,이천시,134-9,37.2887,127.432,20230630,2.0,13.0,0.3,,관로 침하로 인한 도로침하,0,0,0,복구완료,아스콘 재포장,0,2023-07-03,0001-01-01,경기도 이천시 134-9,"이천시, 경기도, 대한민국",37.2808823,127.4429132
경기도,이천시,558-9,37.2971,127.411,20220826,1.5,1.5,2.0,기타,여름철 집중호우에 따른 하수관 손상으로 우수 유출에 의한 침하,0,0,0,복구완료,긴급보수공사 실시,0,2022-10-15,0001-01-01,경기도 이천시 558-9,"이천시, 경기도, 대한민국",37.2808823,127.4429132
경기도,이천시,모전리 968-13,37.3072,127.464,20230630,1.0,1.0,1.3,,하수관로 주변 토사 유출로 인한 지반 침하,0,0,0,복구완료,굴착하여 원인 파악한 후 원상 복구 조치,5000000,2023-07-05,0001-01-01,경기도 이천시 모전리 968-13,"모전리, 이천시, 경기도, 17316, 대한민국",37.30498,127.47102
경기도,이천시,동산리 309,37.2128,127.401,20230510,3.0,43.0,0.5,,관로 침하로 인한 도로침하,0,0,0,복구완료,아스콘 재포장,0,2023-05-15,0001-01-01,경기도 이천시 동산리 309,"동산리, 이천시, 경기도, 17398, 대한민국",37.20007,127.4077
경기도,파주시,228-2,37.9096,126.731,20200804,2.5,6.5,1.1,,도로횡단배수관(갈비철관) 노후에 따른 관 부식에 따른 누수 발생으로 토사 유실,0,0,0,복구완료,횡단배수관 정비(갈비철관→조립식PC암거) 후 포장복구,0,2020-11-13,0001-01-01,경기도 파주시 228-2,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,파주시,1004,37.7291,126.715,20240203,4.0,5.0,2.0,,송전선로 매설공사(비개착 공법)에 따른 공동 발생 (추정),0,0,0,복구완료,되메우기,20000000,2024-02-29,0001-01-01,경기도 파주시 1004,"1004, 남북로, 목동동, 운정2동, 파주시, 경기도, 10891, 대한민국",37.7204947,126.7340716
경기도,파주시,650,37.7241,126.692,20240719,3.0,5.0,0.1,기타,임시가설수도관 파손,0,0,0,복구완료,폐공조치,0,2024-09-12,0001-01-01,경기도 파주시 650,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,파주시,667,37.7233,126.692,20240720,3.0,55.0,0.3,기타,집중호우로 인한 오수관로 우수 유입 및 토사유실 및 저면 펄 유입,0,0,0,복구완료,지하수 유출 부위를 막음 조치치 후 하부 차수 그라우팅 및 웰 포인트 공법으로 지하수 유입 조절,0,2024-09-12,0001-01-01,경기도 파주시 667,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,파주시,689,37.7396,126.69,20230824,6.0,10.0,4.0,,,0,0,1,복구완료,물고임 배수 중,0,2023-08-24,0001-01-01,경기도 파주시 689,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,파주시,667,37.7237,126.693,20240730,3.0,5.0,0.2,기타,지하수 유입으로 인한 보일링현상,0,0,0,복구완료,시트파일 추가 시공 및 지하수 유출 부위 막음 조치,0,2024-09-12,0001-01-01,경기도 파주시 667,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,파주시,649,37.7234,126.691,20240820,5.0,50.0,0.3,기타,시트 파일 시공장비로 인한 진동 및 하중에 의해 지반침하 발생 및 실트질의 액상화,0,0,0,복구완료,유수지 인접 흙막이 배면에 시트파일 추가 및 하부 차수그라우팅 및 웰 포인트 공법으로 지하수 유입 조절,0,2024-09-12,0001-01-01,경기도 파주시 649,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,파주시,650,37.7239,126.693,20240909,3.0,25.0,0.05,기타,현장 인근 상수도관 파열로 인한 침하,0,0,0,복구완료,원인 확인 후 내부 토사를 복토하고 해당 부지에 몰탈 그라우팅을 주입하여 추가적 침하 방지,0,2024-09-12,0001-01-01,경기도 파주시 650,"파주시, 경기도, 대한민국",37.7598955,126.7801502
경기도,평택시,201-2,36.9882,127.09,20240513,0.8,0.8,1.0,,노후 콘크리트 관 손상에 따른 침하,0,0,0,복구완료,긴급보수공사,44000000,2024-05-15,0001-01-01,경기도 평택시 201-2,"평택시, 경기도, 대한민국",36.9924966,127.1127168
경기도,평택시,방축리 287-9,37.0213,127.051,20240409,1.0,1.0,1.5,기타,"노후 우수관 파손에 따른 주변 지반 유실,침하",0,0,0,복구완료,긴급보수공사,2000000,2024-04-09,0001-01-01,경기도 평택시 방축리 287-9,"방축리, 평택시, 경기도, 17821, 대한민국",37.0196558,127.0442082
경기도,평택시,수월암리 1060 (서탄로 495-56),37.1176,127.017,20240731,0.5,0.5,1.1,충척층,- 맨홀과 우수관 연결부 틈새로 주변토사 및 우수 유.출입됨에 따라 인근 토사 유실. - 유실된 토사와 동시에 주변층 침하로 이어져 싱크홀 발생.,0,0,0,복구완료,"- 맨홀 내 유입구(D400)와 흄관(D600)규격 맞게 맨홀 외벽 깨기후 접합,    주변 몰탈 채움. - 되메우기 및 다짐 후 아스콘포장",3800000,2024-08-01,0001-01-01,경기도 평택시 수월암리 1060 (서탄로 495-56),"서탄로, 수월암리, 평택시, 경기도, 17704, 대한민국",37.1211162,127.0210006
경기도,평택시,840-20,36.9975,127.103,20210902,3.0,5.0,2.0,,배수관 600mm 볼트 부식 조인트 이탈,0,0,0,복구완료,"배수관 조인트 용접 이후 되메우기, 포장",57400000,2021-09-02,0001-01-01,경기도 평택시 840-20,"평택시, 경기도, 대한민국",36.9924966,127.1127168
경기도,포천시,410-2,37.8861,127.192,20200804,1.0,1.0,1.5,,우수관 누수,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-12-31,0001-01-01,경기도 포천시 410-2,"포천시, 경기도, 대한민국",37.8948267,127.2007295
경기도,포천시,직동리 373,37.7733,127.16,20230723,2.0,4.0,5.0,기타,우수관 노후화로 인한 누수,0,0,0,복구완료,2023. 7. 23. 13:20 : 포천시 도로과 → 일부 토사 채움 및 안전조치 완료,0,2023-08-31,0001-01-01,경기도 포천시 직동리 373,"직동리, 포천시, 경기도, 11186, 대한민국",37.7716338,127.166486
경기도,화성시,99,0.0,0.0,20200425,1.0,1.0,0.05,,"기타(하자보수기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-04-27,0001-01-01,경기도 화성시 99,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,홍법리 510-2,37.167,126.72,20220413,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2022-04-13,0001-01-01,경기도 화성시 홍법리 510-2,"홍법리, 화성시, 경기도, 18544, 대한민국",37.16289,126.73448
경기도,화성시,궁평리 611,37.1249,126.694,20220427,1.0,1.0,0.05,,하자보수 기간 후 자연 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2022-04-27,0001-01-01,경기도 화성시 궁평리 611,"궁평리, 화성시, 경기도, 18555, 대한민국",37.12664,126.69794
경기도,화성시,사강리 704-6,37.2149,126.731,20220526,1.0,1.0,0.05,,하자보수 기간 후 자연 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2022-05-26,0001-01-01,경기도 화성시 사강리 704-6,"사강리, 화성시, 경기도, 18550, 대한민국",37.2149513,126.7297186
경기도,화성시,문호리 801,37.2492,126.805,20220606,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2022-06-06,0001-01-01,경기도 화성시 문호리 801,"문호리, 화성시, 경기도, 18236, 대한민국",37.2571463,126.8026999
경기도,화성시,113-3,0.0,0.0,20190315,1.0,1.0,0.2,,"기타(하자보수 기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2019-03-16,2019-11-26,경기도 화성시 113-3,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,504-15,0.0,0.0,20190318,1.0,1.2,0.2,,다짐(되메우기) 불량,0,0,0,복구완료,침하 부분 재시공 및 하자보수 완료,0,2019-03-19,2019-11-26,경기도 화성시 504-15,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,390,0.0,0.0,20190422,1.0,1.0,0.2,,다짐(되메우기) 불량,0,0,0,복구완료,침하 부분 재시공 및 하자보수 완료,0,2019-04-23,2019-11-26,경기도 화성시 390,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,726-5,0.0,0.0,20200318,1.0,1.2,0.05,,"기타(하자보수 기간 후,자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-03-20,0001-01-01,경기도 화성시 726-5,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,777,37.1678,127.119,20230117,3.5,2.0,0.2,,"물다짐 불량(한국지역난방공사 동탄지사 측 제출 위도: 37.167844, 경도: 127.118517)",0,0,0,복구완료,"아스팔트 임시포장, 경계석 보도블럭 복구",0,2023-01-19,0001-01-01,경기도 화성시 777,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,831,37.25,126.872,20210301,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2021-03-01,0001-01-01,경기도 화성시 831,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,469-1,37.2333,126.707,20210330,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2021-03-30,0001-01-01,경기도 화성시 469-1,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,483-11,37.1668,126.881,20210407,1.0,1.0,0.05,,하자보수 기간 후 자연 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2021-04-07,0001-01-01,경기도 화성시 483-11,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,245-2,37.2295,127.047,20210522,1.0,1.3,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2021-05-23,0001-01-01,경기도 화성시 245-2,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,365-8,37.1687,126.704,20210524,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2021-05-24,0001-01-01,경기도 화성시 365-8,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,수화리 732-7,37.2493,126.822,20221201,3.0,4.0,0.5,,우수맨홀 및 관로라인 주변부 포장 파손,0,0,0,복구완료,포장복구 완료,2716000,2022-12-09,0001-01-01,경기도 화성시 수화리 732-7,"수화리, 화성시, 경기도, 18239, 대한민국",37.25035,126.82074
